type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
verbe (chapitre VHS);B1;Kapitel 12 (VHS);dokumentieren;documenter;to document;Sie dokumentiert jeden Schritt des Projekts.;Elle documente chaque étape du projet.;She documents every step of the project.
verbe (chapitre VHS);B1;Kapitel 12 (VHS);durchführen;réaliser, mener à bien;to carry out, to conduct;Die Firma führt eine interne Umfrage durch.;L'entreprise mène une enquête interne.;The company is conducting an internal survey.
verbe (chapitre VHS);B1;Kapitel 12 (VHS);einfallen;venir à l'esprit;to come to mind, to think of;Mir fällt gerade kein besseres Wort ein.;Aucun meilleur mot ne me vient à l'esprit pour l'instant.;No better word comes to mind right now.
verbe (chapitre VHS);B1;Kapitel 12 (VHS);einreichen;déposer, soumettre (un dossier);to submit (an application);Sie reicht ihre Bewerbung heute ein.;Elle dépose sa candidature aujourd'hui.;She submits her application today.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);halten;tenir (un discours pour qch);to give, to hold (a speech, for sth);Sie hält heute eine Rede für ihren pensionierten Kollegen.;Elle prononce aujourd'hui un discours pour son collègue à la retraite.;She is giving a speech today for her retired colleague.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);kämpfen;se battre, lutter;to fight;Die Vereine kämpfen um mehr Unterstützung vom Staat.;Les associations luttent pour plus de soutien de l'État.;The associations are fighting for more state support.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);sich verhalten;se comporter;to behave;Die Freiwilligen verhalten sich sehr professionell.;Les bénévoles se comportent de manière très professionnelle.;The volunteers behave very professionally.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);sich verlassen;compter (sur qch/qn);to rely (on sth/sb);Man kann sich auf ihre Mitarbeit verlassen.;On peut compter sur sa collaboration.;You can rely on her cooperation.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);verleihen;prêter (contre paiement ou honneur);to lend, to award;Der Verein verleiht Fahrräder an seine Mitglieder.;L'association prête des vélos à ses membres.;The club lends bikes to its members.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);sich verpflichten;s'engager (pour qch);to commit oneself (to sth);Sie verpflichtet sich, jede Woche zu helfen.;Elle s'engage à aider chaque semaine.;She commits to helping every week.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);zusammenkommen;se réunir;to come together, to meet;Die Freiwilligen kommen jeden Montag zusammen.;Les bénévoles se réunissent chaque lundi.;The volunteers meet every Monday.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);absagen;annuler, décliner;to cancel, to decline;Er sagt den Termin kurzfristig ab.;Il annule le rendez-vous à la dernière minute.;He cancels the appointment at short notice.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);aufpumpen;gonfler (un pneu);to pump up (a tire);Er pumpt den Reifen vor der Tour auf.;Il gonfle le pneu avant la sortie.;He pumps up the tire before the ride.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);auswechseln;remplacer, changer;to replace, to swap out;Der Trainer wechselt den Torwart in der Pause aus.;L'entraîneur remplace le gardien à la mi-temps.;The coach swaps out the goalkeeper at halftime.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);sich bedanken;remercier (pour qch);to thank (for sth);Ich bedanke mich für Ihre Hilfe.;Je vous remercie pour votre aide.;I thank you for your help.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);sich einsetzen;s'engager (pour qch);to advocate, to commit (to sth);Sie setzt sich für Menschen mit Behinderung ein.;Elle s'engage pour les personnes handicapées.;She advocates for people with disabilities.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);sich entwickeln;se développer;to develop;Das Ehrenamt entwickelt sich seit Jahren stark.;Le bénévolat se développe fortement depuis des années.;Volunteering has been developing strongly for years.
verbe (chapitre VHS);B1;Kapitel 13 (VHS);erfordern;exiger, nécessiter;to require;Diese Aufgabe erfordert viel Geduld.;Cette tâche exige beaucoup de patience.;This task requires a lot of patience.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);abrechnen;facturer, faire les comptes;to settle accounts, to bill;Die Firma rechnet die Kosten am Monatsende ab.;L'entreprise règle les comptes à la fin du mois.;The company settles the costs at the end of the month.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);anzünden;allumer;to light;Er zündet die Kerzen auf dem Tisch an.;Il allume les bougies sur la table.;He lights the candles on the table.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);beobachten;observer;to observe;Die Polizei beobachtet die Situation genau.;La police observe la situation de près.;The police observe the situation closely.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);bestehen;exister, réussir (un examen), consister en;to exist, to pass (exam), to consist of;Es besteht die Möglichkeit, den Kurs online zu machen.;Il existe la possibilité de suivre le cours en ligne.;There is the possibility of taking the course online.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);drehen;tourner (un film);to shoot (a film), to turn;Der Regisseur dreht seinen neuen Film in Berlin.;Le réalisateur tourne son nouveau film à Berlin.;The director is shooting his new film in Berlin.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);sich entschließen;se décider;to decide, to make up one's mind;Sie entschließt sich, für den Gemeinderat zu kandidieren.;Elle décide de se présenter au conseil municipal.;She decides to run for the town council.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);festlegen;fixer, déterminer;to set, to determine;Die Gemeinde legt den Termin für die Wahl fest.;La commune fixe la date de l'élection.;The municipality sets the date for the election.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);sammeln;collectionner, rassembler;to collect;Der Verein sammelt Spenden für die Musikschule.;L'association collecte des dons pour l'école de musique.;The association collects donations for the music school.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);Sport treiben;faire du sport;to play sports, to exercise;Sie treibt regelmäßig Sport im Verein.;Elle fait régulièrement du sport dans un club.;She regularly plays sports in a club.
verbe (chapitre VHS);B1;Kapitel 14 (VHS);verbinden;relier, mettre en relation (au téléphone);to connect (on the phone);Einen Moment bitte, ich verbinde Sie mit der Redaktion.;Un instant s'il vous plaît, je vous mets en relation avec la rédaction.;One moment please, I'll connect you with the editorial office.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);abhängen;dépendre (de qch);to depend (on sth);Der Preis hängt von der Saison ab.;Le prix dépend de la saison.;The price depends on the season.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);annehmen;supposer, accepter;to assume, to accept;Ich nehme an, dass der Bus pünktlich kommt.;Je suppose que le bus arrivera à l'heure.;I assume the bus will arrive on time.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);sich auskennen;s'y connaître (en qch);to know one's way around (sth);Der Stadtführer kennt sich in der Altstadt bestens aus.;Le guide touristique connaît parfaitement la vieille ville.;The city guide knows the old town very well.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);berücksichtigen;tenir compte de;to take into account;Bei der Planung berücksichtigen wir das Wetter.;Dans la planification, nous tenons compte de la météo.;In our planning, we take the weather into account.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);sich beschränken;se limiter (à qch);to limit oneself (to sth);Die Führung beschränkt sich auf das historische Zentrum.;La visite se limite au centre historique.;The tour is limited to the historic center.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);unter sich bleiben;rester entre soi;to keep to oneself, to stay among themselves;In diesem Viertel bleiben die Bewohner gern unter sich.;Dans ce quartier, les habitants aiment rester entre eux.;In this neighborhood the residents like to keep to themselves.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);sich drehen;tourner, porter (sur un sujet);to turn, to revolve (around a topic);Das Gespräch dreht sich meistens um die Stadtgeschichte.;La conversation tourne surtout autour de l'histoire de la ville.;The conversation mostly revolves around the city's history.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);sich freinehmen;prendre congé, se libérer;to take time off;Sie nimmt sich für die Stadtführung einen Nachmittag frei.;Elle se libère un après-midi pour la visite guidée.;She takes an afternoon off for the city tour.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);handeln;commercer, négocier (avec qch);to trade, to deal (with sth);Die Stadt handelt seit Jahrhunderten mit Gewürzen.;La ville commerce des épices depuis des siècles.;The city has traded spices for centuries.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);zu tun haben;avoir affaire (à qch/qn);to have to do (with sth/sb);Sein Beruf hat viel mit Tourismus zu tun.;Son métier a beaucoup à voir avec le tourisme.;His job has a lot to do with tourism.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);umgehen;gérer, traiter (avec qch/qn);to deal, to handle (sth/sb);Der Führer geht sehr freundlich mit den Touristen um.;Le guide traite les touristes avec beaucoup de gentillesse.;The guide treats the tourists very kindly.
verbe (chapitre VHS);B1;Kapitel 15 (VHS);verurteilen;condamner;to condemn, to convict;Das Gericht verurteilt den Mann zu einer Geldstrafe.;Le tribunal condamne l'homme à une amende.;The court sentences the man to a fine.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);abstimmen;voter;to vote;Am Sonntag stimmen die Bürger über das neue Gesetz ab.;Dimanche, les citoyens votent sur la nouvelle loi.;On Sunday, citizens vote on the new law.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);ausbilden;former (professionnellement);to train;Die Firma bildet jedes Jahr zehn Lehrlinge aus.;L'entreprise forme dix apprentis chaque année.;The company trains ten apprentices every year.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);befristen;limiter dans le temps;to limit (in time);Die Firma befristet den Arbeitsvertrag auf ein Jahr.;L'entreprise limite le contrat de travail à un an.;The company limits the employment contract to one year.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);besitzen;posséder;to own, to possess;Sie besitzt seit letztem Jahr die deutsche Staatsbürgerschaft.;Elle possède la nationalité allemande depuis l'année dernière.;She has held German citizenship since last year.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);einbürgern;naturaliser;to naturalize;Der Staat bürgert jedes Jahr Tausende Menschen ein.;L'État naturalise des milliers de personnes chaque année.;The state naturalizes thousands of people every year.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);gelingen;réussir (impersonnel);to succeed;Es gelingt ihr, die Prüfung zu bestehen.;Elle réussit à passer l'examen.;She succeeds in passing the exam.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);herausfinden;découvrir, trouver;to find out;Er findet heraus, welche Rechte er hat.;Il découvre quels sont ses droits.;He finds out what rights he has.
verbe (chapitre VHS);B1;Kapitel 16 (VHS);sich etwas überlegen;réfléchir à qch;to think sth over;Sie überlegt sich, ob sie sich einbürgern lässt.;Elle réfléchit à demander la naturalisation.;She is thinking over whether to apply for naturalization.
verbe;A1;;sein;être;to be;Ich bin Student.;Je suis étudiant.;I am a student.
verbe;A1;;haben;avoir;to have;Ich habe einen Bruder.;J'ai un frère.;I have a brother.
verbe;A1;;werden;devenir;to become;Ich werde Lehrer.;Je vais devenir professeur.;I am going to become a teacher.
verbe;A1;;können;pouvoir;to be able to, can;Ich kann gut schwimmen.;Je sais bien nager.;I can swim well.
verbe;A1;;müssen;devoir;to have to, must;Ich muss jetzt gehen.;Je dois y aller maintenant.;I have to go now.
verbe;A1;;wollen;vouloir;to want;Ich will ein Eis.;Je veux une glace.;I want an ice cream.
verbe;A1;;sollen;devoir (être censé);to be supposed to, should;Du sollst mehr schlafen.;Tu devrais dormir davantage.;You should sleep more.
verbe;A1;;dürfen;avoir le droit de;to be allowed to, may;Ich darf heute lange aufbleiben.;J'ai le droit de me coucher tard aujourd'hui.;I'm allowed to stay up late today.
verbe;A1;;mögen;aimer bien;to like;Ich mag Schokolade.;J'aime le chocolat.;I like chocolate.
verbe;A1;;machen;faire;to do, to make;Ich mache meine Hausaufgaben.;Je fais mes devoirs.;I do my homework.
verbe;A1;;gehen;aller;to go;Ich gehe jeden Tag spazieren.;Je me promène tous les jours.;I go for a walk every day.
verbe;A1;;kommen;venir;to come;Ich komme aus Frankreich.;Je viens de France.;I come from France.
verbe;A1;;sehen;voir;to see;Ich sehe meine Freunde.;Je vois mes amis.;I see my friends.
verbe;A1;;geben;donner;to give;Ich gebe dir mein Buch.;Je te donne mon livre.;I give you my book.
verbe;A1;;nehmen;prendre;to take;Ich nehme den Bus.;Je prends le bus.;I take the bus.
verbe;A1;;sagen;dire;to say;Ich sage dir die Wahrheit.;Je te dis la vérité.;I am telling you the truth.
verbe;A1;;wissen;savoir;to know;Ich weiß die Antwort nicht.;Je ne connais pas la réponse.;I don't know the answer.
verbe;A1;;finden;trouver;to find;Ich finde den Film gut.;Je trouve le film bien.;I think the movie is good.
verbe;A1;;denken;penser;to think;Ich denke oft an dich.;Je pense souvent à toi.;I often think of you.
verbe;A1;;glauben;croire;to believe;Ich glaube dir.;Je te crois.;I believe you.
verbe;A1;;brauchen;avoir besoin de;to need;Ich brauche mehr Zeit.;J'ai besoin de plus de temps.;I need more time.
verbe;A1;;arbeiten;travailler;to work;Ich arbeite von zu Hause.;Je travaille depuis chez moi.;I work from home.
verbe;A1;;spielen;jouer;to play;Die Kinder spielen Fußball.;Les enfants jouent au foot.;The children play soccer.
verbe;A1;;lernen;apprendre;to learn;Ich lerne Deutsch.;J'apprends l'allemand.;I am learning German.
verbe;A1;;wohnen;habiter;to live, to reside;Ich wohne in Berlin.;J'habite à Berlin.;I live in Berlin.
verbe;A1;;leben;vivre;to live;Meine Eltern leben in Frankreich.;Mes parents vivent en France.;My parents live in France.
verbe;A1;;lieben;aimer;to love;Ich liebe meine Familie.;J'aime ma famille.;I love my family.
verbe;A1;;kaufen;acheter;to buy;Ich kaufe frisches Brot.;J'achète du pain frais.;I buy fresh bread.
verbe;A1;;verkaufen;vendre;to sell;Er verkauft sein altes Fahrrad.;Il vend son vieux vélo.;He is selling his old bike.
verbe;A1;;kochen;cuisiner;to cook;Ich koche heute Abend Pasta.;Je cuisine des pâtes ce soir.;I'm cooking pasta tonight.
verbe;A1;;essen;manger;to eat;Ich esse gern Pizza.;J'aime manger de la pizza.;I like eating pizza.
verbe;A1;;trinken;boire;to drink;Ich trinke jeden Morgen Kaffee.;Je bois du café tous les matins.;I drink coffee every morning.
verbe;A1;;schlafen;dormir;to sleep;Ich schlafe acht Stunden.;Je dors huit heures.;I sleep eight hours.
verbe;A1;;hören;écouter, entendre;to hear, to listen;Ich höre gern Musik.;J'aime écouter de la musique.;I like listening to music.
verbe;A1;;sprechen;parler;to speak;Ich spreche drei Sprachen.;Je parle trois langues.;I speak three languages.
verbe;A1;;lesen;lire;to read;Ich lese jeden Abend ein Buch.;Je lis un livre tous les soirs.;I read a book every evening.
verbe;A1;;schreiben;écrire;to write;Ich schreibe dir eine E-Mail.;Je t'écris un e-mail.;I am writing you an e-mail.
verbe;A1;;fahren;conduire, aller (en véhicule);to drive, to go (by vehicle);Ich fahre mit dem Auto zur Arbeit.;Je vais au travail en voiture.;I drive to work.
verbe;A1;;fliegen;voler (en avion);to fly;Wir fliegen nach Spanien.;Nous prenons l'avion pour l'Espagne.;We are flying to Spain.
