niveau;infinitif;traduction;regime;preposition;sans_complement;reflechi;temps;phrase_de;phrase_fr;phrase_en
A1;bleiben;rester;Nominativ;;;;Konjunktiv II;Ich bliebe gern Lehrer.;Je resterais bien professeur.;I would gladly remain a teacher.
A1;bekommen;recevoir;Akkusativ;;;;Präsens;Ich bekomme ein Geschenk.;Je reçois un cadeau.;I am getting a gift.
A1;bekommen;recevoir;Akkusativ;;;;Perfekt;Ich habe ein Geschenk bekommen.;J'ai reçu un cadeau.;I got a present.
A1;bekommen;recevoir;Akkusativ;;;;Präteritum;Ich bekam ein Geschenk.;J'ai reçu un cadeau.;I received a gift.
A1;bekommen;recevoir;Akkusativ;;;;Konjunktiv II;Ich würde gern mehr Informationen bekommen.;J'aimerais recevoir plus d'informations.;I would like to get more information.
A1;verstehen;comprendre;Akkusativ;;;;Präsens;Ich verstehe die Frage nicht.;Je ne comprends pas la question.;I don't understand the question.
A1;verstehen;comprendre;Akkusativ;;;;Perfekt;Ich habe die Frage nicht verstanden.;Je n'ai pas compris la question.;I didn't understand the question.
A1;verstehen;comprendre;Akkusativ;;;;Präteritum;Ich verstand die Frage nicht.;Je n'ai pas compris la question.;I didn't understand the question.
A1;verstehen;comprendre;Akkusativ;;;;Konjunktiv II;Ich würde die Frage besser verstehen.;Je comprendrais mieux la question.;I would understand the question better.
A1;kennen;connaître;Akkusativ;;;;Präsens;Ich kenne diese Stadt gut.;Je connais bien cette ville.;I know this city well.
A1;kennen;connaître;Akkusativ;;;;Perfekt;Ich habe diese Stadt gut gekannt.;Je connaissais bien cette ville.;I knew this city well.
A1;kennen;connaître;Akkusativ;;;;Präteritum;Ich kannte diese Stadt gut.;Je connaissais bien cette ville.;I knew this city well.
A1;kennen;connaître;Akkusativ;;;;Konjunktiv II;Ich würde ihn gern besser kennen.;J'aimerais mieux le connaître.;I would like to know him better.
A1;treffen;rencontrer;Akkusativ;;;;Präsens;Ich treffe meine Freunde.;Je retrouve mes amis.;I am meeting my friends.
A1;treffen;rencontrer;Akkusativ;;;;Perfekt;Ich habe sie im Park getroffen.;Je l'ai rencontrée au parc.;I met her in the park.
A1;treffen;rencontrer;Akkusativ;;;;Präteritum;Ich traf gestern meine Freunde.;J'ai retrouvé mes amis hier.;I met my friends yesterday.
A1;treffen;rencontrer;Akkusativ;;;;Konjunktiv II;Ich würde dich gern treffen.;J'aimerais bien te rencontrer.;I would like to meet you.
A1;besuchen;visiter, rendre visite;Akkusativ;;;;Präsens;Ich besuche meine Großeltern.;Je rends visite à mes grands-parents.;I am visiting my grandparents.
A1;besuchen;visiter, rendre visite;Akkusativ;;;;Perfekt;Ich habe sie letzte Woche besucht.;Je leur ai rendu visite la semaine dernière.;I visited them last week.
A1;besuchen;visiter, rendre visite;Akkusativ;;;;Präteritum;Ich besuchte meine Großeltern.;J'ai rendu visite à mes grands-parents.;I visited my grandparents.
A1;besuchen;visiter, rendre visite;Akkusativ;;;;Konjunktiv II;Ich würde dich gern besuchen.;J'aimerais bien te rendre visite.;I would like to visit you.
A1;feiern;fêter;Akkusativ;;;;Präsens;Wir feiern seinen Geburtstag.;Nous fêtons son anniversaire.;We are celebrating his birthday.
A1;feiern;fêter;Akkusativ;;;;Perfekt;Wir haben seinen Geburtstag gefeiert.;Nous avons fêté son anniversaire.;We celebrated his birthday.
A1;feiern;fêter;Akkusativ;;;;Präteritum;Wir feierten seinen Geburtstag.;Nous avons fêté son anniversaire.;We celebrated his birthday.
A1;feiern;fêter;Akkusativ;;;;Konjunktiv II;Wir würden seinen Geburtstag gern feiern.;Nous fêterions bien son anniversaire.;We would gladly celebrate his birthday.
A1;tanzen;danser;;;oui;;Präsens;Ich tanze gern.;J'aime danser.;I like to dance.
A1;tanzen;danser;;;oui;;Perfekt;Ich habe mit ihr getanzt.;J'ai dansé avec elle.;I danced with her.
A1;tanzen;danser;;;oui;;Präteritum;Wir tanzten die ganze Nacht.;Nous avons dansé toute la nuit.;We danced all night.
A1;tanzen;danser;;;oui;;Konjunktiv II;Ich würde gern mit dir tanzen.;J'aimerais bien danser avec toi.;I would like to dance with you.
A1;singen;chanter;Akkusativ;;;;Präsens;Sie singt ein Lied.;Elle chante une chanson.;She sings a song.
A1;singen;chanter;Akkusativ;;;;Perfekt;Sie hat ein Lied gesungen.;Elle a chanté une chanson.;She sang a song.
A1;singen;chanter;Akkusativ;;;;Präteritum;Sie sang ein Lied.;Elle chantait une chanson.;She sang a song.
A1;singen;chanter;Akkusativ;;;;Konjunktiv II;Ich würde gern ein Lied singen.;J'aimerais chanter une chanson.;I would like to sing a song.
A1;malen;peindre;Akkusativ;;;;Präsens;Das Kind malt ein Bild.;L'enfant peint un tableau.;The child is painting a picture.
A1;malen;peindre;Akkusativ;;;;Perfekt;Das Kind hat ein Bild gemalt.;L'enfant a peint un tableau.;The child painted a picture.
A1;malen;peindre;Akkusativ;;;;Präteritum;Das Kind malte ein Bild.;L'enfant a peint un tableau.;The child painted a picture.
A1;malen;peindre;Akkusativ;;;;Konjunktiv II;Ich würde gern ein Bild malen.;J'aimerais peindre un tableau.;I would like to paint a picture.
A1;putzen;nettoyer;Akkusativ;;;;Präsens;Ich putze mein Zimmer.;Je nettoie ma chambre.;I am cleaning my room.
A1;putzen;nettoyer;Akkusativ;;;;Perfekt;Ich habe mein Zimmer geputzt.;J'ai nettoyé ma chambre.;I cleaned my room.
A1;putzen;nettoyer;Akkusativ;;;;Präteritum;Ich putzte mein Zimmer.;J'ai nettoyé ma chambre.;I cleaned my room.
A1;putzen;nettoyer;Akkusativ;;;;Konjunktiv II;Ich würde die Wohnung putzen, wenn ich Zeit hätte.;Je nettoierais l'appartement si j'avais le temps.;I would clean the apartment if I had time.
A1;waschen;laver;Akkusativ;;;;Präsens;Ich wasche meine Hände.;Je me lave les mains.;I wash my hands.
A1;waschen;laver;Akkusativ;;;;Perfekt;Ich habe meine Hände gewaschen.;Je me suis lavé les mains.;I washed my hands.
A1;waschen;laver;Akkusativ;;;;Präteritum;Ich wusch meine Hände.;Je me suis lavé les mains.;I washed my hands.
A1;waschen;laver;Akkusativ;;;;Konjunktiv II;Ich würde die Wäsche waschen.;Je ferais la lessive.;I would do the laundry.
A1;duschen;se doucher;;;oui;;Präsens;Ich dusche jeden Morgen.;Je me douche tous les matins.;I shower every morning.
A1;duschen;se doucher;;;oui;;Perfekt;Ich habe schnell geduscht.;Je me suis douché rapidement.;I showered quickly.
A1;duschen;se doucher;;;oui;;Präteritum;Ich duschte am Morgen.;Je me suis douché le matin.;I showered in the morning.
A1;duschen;se doucher;;;oui;;Konjunktiv II;Ich würde jetzt gern duschen.;J'aimerais me doucher maintenant.;I would like to shower now.
A1;packen;emballer, faire (sa valise);Akkusativ;;;;Präsens;Ich packe meinen Koffer.;Je fais ma valise.;I am packing my suitcase.
A1;packen;emballer, faire (sa valise);Akkusativ;;;;Perfekt;Ich habe meinen Koffer schon gepackt.;J'ai déjà fait ma valise.;I have already packed my suitcase.
A1;packen;emballer, faire (sa valise);Akkusativ;;;;Präteritum;Ich packte meinen Koffer.;J'ai fait ma valise.;I packed my suitcase.
A1;packen;emballer, faire (sa valise);Akkusativ;;;;Konjunktiv II;Ich würde den Koffer heute packen.;Je ferais la valise aujourd'hui.;I would pack the suitcase today.
A1;reisen;voyager;;;oui;;Präsens;Wir reisen gern nach Italien.;Nous aimons voyager en Italie.;We like to travel to Italy.
A1;reisen;voyager;;;oui;;Perfekt;Wir sind nach Italien gereist.;Nous sommes allés en Italie.;We travelled to Italy.
A1;reisen;voyager;;;oui;;Präteritum;Wir reisten letztes Jahr nach Italien.;Nous avons voyagé en Italie l'année dernière.;We traveled to Italy last year.
A1;reisen;voyager;;;oui;;Konjunktiv II;Ich würde gern mehr reisen.;J'aimerais voyager davantage.;I would like to travel more.
A1;parken;se garer;;;oui;;Präsens;Ich parke vor dem Haus.;Je me gare devant la maison.;I park the car in front of the house.
A1;parken;se garer;;;oui;;Perfekt;Ich habe hier geparkt.;Je me suis garé ici.;I parked here.
A1;parken;se garer;;;oui;;Präteritum;Ich parkte vor dem Haus.;Je me suis garé devant la maison.;I parked in front of the house.
A1;parken;se garer;;;oui;;Konjunktiv II;Ich würde hier nicht parken.;Je ne me garerais pas ici.;I would not park here.
A1;bezahlen;payer;Akkusativ;;;;Präsens;Ich bezahle die Rechnung.;Je paie la facture.;I pay the bill.
A1;bezahlen;payer;Akkusativ;;;;Perfekt;Ich habe die Rechnung bezahlt.;J'ai payé la facture.;I paid the bill.
A1;bezahlen;payer;Akkusativ;;;;Präteritum;Ich bezahlte die Rechnung.;J'ai payé la facture.;I paid the bill.
A1;bezahlen;payer;Akkusativ;;;;Konjunktiv II;Ich würde die Rechnung gern für dich bezahlen.;Je paierais bien la facture pour toi.;I would gladly pay the bill for you.
A1;sparen;économiser;Akkusativ;;;;Präsens;Ich spare Geld.;J'économise de l'argent.;I save money.
A1;sparen;économiser;Akkusativ;;;;Perfekt;Ich habe viel Geld gespart.;J'ai économisé beaucoup d'argent.;I saved a lot of money.
A1;sparen;économiser;Akkusativ;;;;Präteritum;Ich sparte Geld.;J'économisais de l'argent.;I saved money.
A1;sparen;économiser;Akkusativ;;;;Konjunktiv II;Ich würde mehr Geld sparen.;J'économiserais plus d'argent.;I would save more money.
A1;verdienen;gagner (de l'argent);Akkusativ;;;;Präsens;Sie verdient gutes Geld.;Elle gagne bien sa vie.;She earns good money.
A1;verdienen;gagner (de l'argent);Akkusativ;;;;Perfekt;Sie hat gutes Geld verdient.;Elle a bien gagné sa vie.;She earned good money.
A1;verdienen;gagner (de l'argent);Akkusativ;;;;Präteritum;Sie verdiente gutes Geld.;Elle gagnait bien sa vie.;She earned good money.
A1;verdienen;gagner (de l'argent);Akkusativ;;;;Konjunktiv II;Ich würde gern mehr Geld verdienen.;J'aimerais gagner plus d'argent.;I would like to earn more money.
A1;heißen;s'appeler;Nominativ;;;;Präsens;Ich heiße Anna.;Je m'appelle Anna.;My name is Anna.
A1;heißen;s'appeler;Nominativ;;;;Perfekt;Sie hat Anna geheißen.;Elle s'appelait Anna.;Her name was Anna.
A1;heißen;s'appeler;Nominativ;;;;Präteritum;Der Hund hieß Bello.;Le chien s'appelait Bello.;The dog was called Bello.
A1;heißen;s'appeler;Nominativ;;;;Konjunktiv II;Ich würde gern Anna heißen.;J'aimerais bien m'appeler Anna.;I would like to be named Anna.
A1;studieren;faire des études;Akkusativ;;;;Präsens;Ich studiere Medizin.;J'étudie la médecine.;I am studying medicine.
A1;studieren;faire des études;Akkusativ;;;;Perfekt;Ich habe Medizin studiert.;J'ai étudié la médecine.;I studied medicine.
A1;studieren;faire des études;Akkusativ;;;;Präteritum;Ich studierte Medizin.;J'ai étudié la médecine.;I studied medicine.
A1;studieren;faire des études;Akkusativ;;;;Konjunktiv II;Ich würde gern Medizin studieren.;J'aimerais étudier la médecine.;I would like to study medicine.
A1;zeigen;montrer;Akkusativ+Dativ;;;;Präsens;Ich zeige dir den Weg.;Je te montre le chemin.;I show you the way.
A1;zeigen;montrer;Akkusativ+Dativ;;;;Perfekt;Ich habe dir den Weg gezeigt.;Je t'ai montré le chemin.;I showed you the way.
A1;zeigen;montrer;Akkusativ+Dativ;;;;Präteritum;Ich zeigte ihm den Weg.;Je lui ai montré le chemin.;I showed him the way.
A1;zeigen;montrer;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde dir das Foto gern zeigen.;Je te montrerais bien la photo.;I would like to show you the photo.
A1;erzählen;raconter;Akkusativ+Dativ;;;;Präsens;Ich erzähle dir eine Geschichte.;Je te raconte une histoire.;I am telling you a story.
A1;erzählen;raconter;Akkusativ+Dativ;;;;Perfekt;Ich habe dir eine Geschichte erzählt.;Je t'ai raconté une histoire.;I told you a story.
A1;erzählen;raconter;Akkusativ+Dativ;;;;Präteritum;Ich erzählte ihm eine Geschichte.;Je lui ai raconté une histoire.;I told him a story.
A1;erzählen;raconter;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde dir gern die Geschichte erzählen.;Je te raconterais bien l'histoire.;I would like to tell you the story.
A1;erklären;expliquer;Akkusativ+Dativ;;;;Präsens;Der Lehrer erklärt uns die Grammatik.;Le professeur nous explique la grammaire.;The teacher explains the grammar to us.
A1;erklären;expliquer;Akkusativ+Dativ;;;;Perfekt;Der Lehrer hat uns die Grammatik erklärt.;Le professeur nous a expliqué la grammaire.;The teacher explained the grammar to us.
A1;erklären;expliquer;Akkusativ+Dativ;;;;Präteritum;Der Lehrer erklärte uns die Grammatik.;Le professeur nous a expliqué la grammaire.;The teacher explained the grammar to us.
A1;erklären;expliquer;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde ihm die Regeln erklären.;Je lui expliquerais les règles.;I would explain the rules to him.
A1;vergessen;oublier;Akkusativ;;;;Präsens;Ich vergesse oft meinen Schlüssel.;J'oublie souvent ma clé.;I often forget my key.
A1;vergessen;oublier;Akkusativ;;;;Perfekt;Ich habe gestern meinen Schlüssel vergessen.;J'ai oublié ma clé hier.;I forgot my key yesterday.
A1;vergessen;oublier;Akkusativ;;;;Präteritum;Ich vergaß meinen Schlüssel.;J'ai oublié ma clé.;I forgot my key.
A1;vergessen;oublier;Akkusativ;;;;Konjunktiv II;Ich würde deinen Namen nie vergessen.;Je n'oublierais jamais ton nom.;I would never forget your name.
A1;sich erinnern;se souvenir;;an + Akkusativ;;oui;Präsens;Ich erinnere mich an den Urlaub.;Je me souviens des vacances.;I remember the vacation.
A1;sich erinnern;se souvenir;;an + Akkusativ;;oui;Perfekt;Ich habe mich daran erinnert.;Je m'en suis souvenu.;I remembered it.
A1;sich erinnern;se souvenir;;an + Akkusativ;;oui;Präteritum;Ich erinnerte mich an den Urlaub.;Je me souvenais des vacances.;I remembered the vacation.
A1;sich erinnern;se souvenir;;an + Akkusativ;;oui;Konjunktiv II;Ich würde mich gern an den Urlaub erinnern.;J'aimerais me souvenir des vacances.;I would like to remember the vacation.
A1;fühlen;sentir, ressentir;Akkusativ;;;;Präsens;Ich fühle den Schmerz.;Je sens la douleur.;I feel the pain.
A1;fühlen;sentir, ressentir;Akkusativ;;;;Perfekt;Ich habe den Schmerz gefühlt.;J'ai senti la douleur.;I felt the pain.
A1;fühlen;sentir, ressentir;Akkusativ;;;;Präteritum;Ich fühlte den Schmerz.;Je sentais la douleur.;I felt the pain.
A1;fühlen;sentir, ressentir;Akkusativ;;;;Konjunktiv II;Ich würde den Unterschied fühlen.;Je sentirais la différence.;I would feel the difference.
A1;riechen;sentir (une odeur);Akkusativ;;;;Präsens;Ich rieche das Parfüm.;Je sens le parfum.;I smell the perfume.
A1;riechen;sentir (une odeur);Akkusativ;;;;Perfekt;Ich habe das Parfüm gerochen.;J'ai senti le parfum.;I smelled the perfume.
A1;riechen;sentir (une odeur);Akkusativ;;;;Präteritum;Ich roch das Parfüm.;J'ai senti le parfum.;I smelled the perfume.
A1;riechen;sentir (une odeur);Akkusativ;;;;Konjunktiv II;Ich würde das Parfüm riechen.;Je sentirais le parfum.;I would smell the perfume.
A1;schmecken;avoir bon goût, plaire (au goût);Dativ;;;;Präsens;Der Kuchen schmeckt mir.;Le gâteau me plaît.;The cake tastes good to me.
A1;schmecken;avoir bon goût, plaire (au goût);Dativ;;;;Perfekt;Der Kuchen hat mir gut geschmeckt.;Le gâteau m'a plu.;The cake tasted good to me.
A1;schmecken;avoir bon goût, plaire (au goût);Dativ;;;;Präteritum;Der Kuchen schmeckte mir gut.;Le gâteau me plaisait.;The cake tasted good to me.
A1;schmecken;avoir bon goût, plaire (au goût);Dativ;;;;Konjunktiv II;Der Kuchen würde mir bestimmt gut schmecken.;Le gâteau me plairait sûrement.;The cake would surely taste good to me.
A1;rufen;appeler, crier;Akkusativ;;;;Präsens;Die Mutter ruft die Kinder.;La mère appelle les enfants.;The mother calls the children.
A1;rufen;appeler, crier;Akkusativ;;;;Perfekt;Die Mutter hat die Kinder gerufen.;La mère a appelé les enfants.;The mother called the children.
A1;rufen;appeler, crier;Akkusativ;;;;Präteritum;Die Mutter rief die Kinder.;La mère a appelé les enfants.;The mother called the children.
A1;rufen;appeler, crier;Akkusativ;;;;Konjunktiv II;Ich würde einen Arzt rufen.;J'appellerais un médecin.;I would call a doctor.
A1;stellen;poser (debout);Akkusativ;;;;Präsens;Ich stelle das Glas auf den Tisch.;Je pose le verre sur la table.;I put the glass on the table.
A1;stellen;poser (debout);Akkusativ;;;;Perfekt;Ich habe das Glas auf den Tisch gestellt.;J'ai posé le verre sur la table.;I put the glass on the table.
A1;stellen;poser (debout);Akkusativ;;;;Präteritum;Ich stellte das Glas auf den Tisch.;J'ai posé le verre sur la table.;I put the glass on the table.
A1;stellen;poser (debout);Akkusativ;;;;Konjunktiv II;Ich würde die Frage anders stellen.;Je poserais la question autrement.;I would phrase the question differently.
A1;legen;poser (à plat);Akkusativ;;;;Präsens;Ich lege das Buch auf den Tisch.;Je pose le livre sur la table.;I put the book on the table.
A1;legen;poser (à plat);Akkusativ;;;;Perfekt;Ich habe das Buch auf den Tisch gelegt.;J'ai posé le livre sur la table.;I put the book on the table.
A1;legen;poser (à plat);Akkusativ;;;;Präteritum;Ich legte das Buch auf den Tisch.;J'ai posé le livre sur la table.;I put the book on the table.
A1;legen;poser (à plat);Akkusativ;;;;Konjunktiv II;Ich würde das Buch woanders hinlegen.;Je poserais le livre ailleurs.;I would put the book somewhere else.
A1;setzen;poser, installer (qqn);Akkusativ;;;;Präsens;Ich setze das Kind auf den Stuhl.;J'assois l'enfant sur la chaise.;I sit the child on the chair.
A1;setzen;poser, installer (qqn);Akkusativ;;;;Perfekt;Ich habe das Kind auf den Stuhl gesetzt.;J'ai assis l'enfant sur la chaise.;I sat the child on the chair.
A1;setzen;poser, installer (qqn);Akkusativ;;;;Präteritum;Ich setzte das Kind auf den Stuhl.;J'ai assis l'enfant sur la chaise.;I sat the child on the chair.
A1;setzen;poser, installer (qqn);Akkusativ;;;;Konjunktiv II;Ich würde das Kind hierhin setzen.;J'assoirais bien l'enfant ici.;I would sit the child here.
A1;sitzen;être assis;;;oui;;Präsens;Ich sitze auf dem Sofa.;Je suis assis sur le canapé.;I am sitting on the sofa.
A1;sitzen;être assis;;;oui;;Perfekt;Ich habe lange auf dem Sofa gesessen.;Je suis resté longtemps assis sur le canapé.;I sat on the sofa for a long time.
A1;sitzen;être assis;;;oui;;Präteritum;Ich saß auf dem Sofa.;J'étais assis sur le canapé.;I was sitting on the sofa.
A1;sitzen;être assis;;;oui;;Konjunktiv II;Ich würde lieber draußen sitzen.;Je préférerais être assis dehors.;I would rather sit outside.
A1;stehen;être debout;;;oui;;Präsens;Das Auto steht vor dem Haus.;La voiture est garée devant la maison.;The car is parked in front of the house.
A1;stehen;être debout;;;oui;;Perfekt;Das Auto hat vor dem Haus gestanden.;La voiture était garée devant la maison.;The car was parked in front of the house.
A1;stehen;être debout;;;oui;;Präteritum;Das Auto stand vor dem Haus.;La voiture était garée devant la maison.;The car was parked in front of the house.
A1;stehen;être debout;;;oui;;Konjunktiv II;Ich würde nicht so lange stehen wollen.;Je ne voudrais pas rester debout aussi longtemps.;I wouldn't want to stand that long.
A1;liegen;être allongé;;;oui;;Präsens;Das Buch liegt auf dem Tisch.;Le livre est posé sur la table.;The book is on the table.
